Data;Hora;Peso (g)
16/01/2026;13:04:53;-0,000186
16/01/2026;13:04:57;-0,000187
16/01/2026;13:05:03;-0,000187
16/01/2026;13:05:19;-0,000187
16/01/2026;13:05:23;-0,000187
16/01/2026;13:05:27;-0,000187
16/01/2026;13:05:30;-0,000187
16/01/2026;13:07:01;-0,000187
